"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"m[322] Starboard Communications",1.19781549961903,1.19535,1.47159863748452,11001,0.95,-4.73419,7.2795,NA,NA,NA,NA,NA,NA,NA
"m[323] Stockton University",1.89230032276511,1.89898,2.02570187423318,11001,0.95,-1.20892,5.14196,NA,NA,NA,NA,NA,NA,NA
"m[324] Strategic National",0.503640792487456,0.500012,-0.098992964899999,11001,0.95,-4.71501,5.89548,NA,NA,NA,NA,NA,NA,NA
"m[325] Strategic Research Associates",1.38652210542112,1.39339,1.30346322073152,11208.1,0.95,-2.69697,5.51761,NA,NA,NA,NA,NA,NA,NA
"m[326] Strategic Services",2.05900070782102,2.06579,2.3907470635216,11001,0.95,-3.43885,7.37215,NA,NA,NA,NA,NA,NA,NA
"m[327] Strategic Vision LLC",-2.1354297644396,-2.13715,-2.16353145763835,11220.7,0.95,-3.19088,-1.0794,NA,NA,NA,NA,NA,NA,NA
"m[328] Strategies 360",-0.224075068751023,-0.232603,0.032629173964521,11001,0.95,-4.5725,4.4269,NA,NA,NA,NA,NA,NA,NA
"m[329] Strategy Research",-2.21381357322971,-2.22421,-1.73792005301485,11001,0.95,-8.16766,4.00565,NA,NA,NA,NA,NA,NA,NA
"m[330] Suffolk University",0.959759335883192,0.958485,0.965687398341712,11001,0.95,-0.560266,2.50147,NA,NA,NA,NA,NA,NA,NA
"m[331] SurveyMonkey",5.49798890828107,5.49994,5.50003266243154,11001,0.95,4.70685,6.31445,NA,NA,NA,NA,NA,NA,NA
"m[332] SurveyUSA",0.105972691748487,0.105502,0.0892164026168183,11001,0.95,-0.315532,0.576406,NA,NA,NA,NA,NA,NA,NA
"m[333] Susquehanna Polling & Research Inc.",1.61058019528697,1.61357,1.66437275570043,11001,0.95,-0.314642,3.48785,NA,NA,NA,NA,NA,NA,NA
"m[334] Talmey-Drake Research & Strategy Inc.",-1.32645131470903,-1.31668,-1.20264943890557,11819.1,0.95,-4.65153,1.93602,NA,NA,NA,NA,NA,NA,NA
"m[335] Target Insyght",-2.32650587060026,-2.31539,-2.61279751238731,11001,0.95,-6.89869,2.09727,NA,NA,NA,NA,NA,NA,NA
"m[336] TargetSmart/William & Mary",3.04406640122898,3.04774,2.69410102118874,11001,0.95,-1.95486,7.79123,NA,NA,NA,NA,NA,NA,NA
"m[337] Targoz Market Research",4.55500568095446,4.54088,4.5390991625242,11001,0.95,0.962958,8.31163,NA,NA,NA,NA,NA,NA,NA
"m[338] Tarrance Group",-2.19054344093637,-2.17761,-2.06056602582242,11001,0.95,-4.34246,-0.028942,NA,NA,NA,NA,NA,NA,NA
"m[339] TCJ Research",-5.46506746568494,-5.46716,-5.50279034394128,11001,0.95,-6.45576,-4.46412,NA,NA,NA,NA,NA,NA,NA
"m[340] Temple University",-1.53569324395564,-1.53283,-1.55323043371619,11001,0.95,-5.76718,2.52167,NA,NA,NA,NA,NA,NA,NA
"m[341] The Polling Company Inc.",-3.46646039690483,-3.47313,-3.3270316700602,10750.8,0.95,-7.2285,0.23675,NA,NA,NA,NA,NA,NA,NA
"m[342] The Tyson Group",-0.0389564631263521,-0.0182284,0.103377998346709,11001,0.95,-3.26591,3.1396,NA,NA,NA,NA,NA,NA,NA
"m[343] Thirty-Ninth Street Strategies",-0.298661467650823,-0.307302,-0.524294729394478,11001,0.95,-6.35259,5.9326,NA,NA,NA,NA,NA,NA,NA
"m[344] TMR Research",3.70373700614853,3.67141,3.36774730068169,10469.5,0.95,-1.79394,8.91974,NA,NA,NA,NA,NA,NA,NA
"m[345] TP Research",-6.84470483778747,-6.78742,-6.49243997180857,10035.3,0.95,-12.1873,-1.22175,NA,NA,NA,NA,NA,NA,NA
"m[346] Trafalgar Group",-1.33765473481847,-1.33096,-1.35128555888527,11001,0.95,-3.24562,0.450251,NA,NA,NA,NA,NA,NA,NA
"m[347] Triumph Campaigns",-0.991896834811563,-0.974102,-1.20063398275638,11001,0.95,-7.12949,5.05387,NA,NA,NA,NA,NA,NA,NA
"m[348] Tulchin Research",-0.316948840358558,-0.329834,-0.388122863547919,11001,0.95,-5.10111,4.76009,NA,NA,NA,NA,NA,NA,NA
"m[349] Tulsa Surveys",-3.2760318479327,-3.25595,-3.25782825052009,10594.5,0.95,-9.39786,2.80245,NA,NA,NA,NA,NA,NA,NA
"m[350] University of Alabama at Birmingham",-5.23074583134261,-5.20344,-4.9374490745746,11001,0.95,-10.4343,0.358356,NA,NA,NA,NA,NA,NA,NA
"m[351] University of Arkansas",3.02277645829197,3.01452,2.89505893201927,11001,0.95,-0.823531,6.93318,NA,NA,NA,NA,NA,NA,NA
"m[352] University of California, Berkeley",-1.45894566190155,-1.41071,-1.02820664705957,11001,0.95,-7.59212,4.61366,NA,NA,NA,NA,NA,NA,NA
"m[353] University of Cincinnati (Ohio Poll)",-2.93736841271703,-2.94001,-3.21321002405139,11001,0.95,-4.98939,-1.10134,NA,NA,NA,NA,NA,NA,NA
"m[354] University of Colorado",3.2245684422498,3.21133,3.12278813711101,11001,0.95,-2.26417,8.48886,NA,NA,NA,NA,NA,NA,NA
"m[355] University of Connecticut",-1.6250062715395,-1.61244,-1.65078174747842,10487.9,0.95,-5.27805,2.09645,NA,NA,NA,NA,NA,NA,NA
"m[356] University of Denver",-0.239413250240433,-0.231419,-0.162145459454193,11001,0.95,-5.44625,5.25037,NA,NA,NA,NA,NA,NA,NA
"m[357] University of Florida",0.505814450274157,0.504464,0.304701348612902,11001,0.95,-5.48562,6.7482,NA,NA,NA,NA,NA,NA,NA
"m[358] University of Georgia",-1.68673361135351,-1.68735,-2.06777904498277,11001,0.95,-6.7735,3.93501,NA,NA,NA,NA,NA,NA,NA
"m[359] University of Illinois at Chicago",-3.83234155605081,-3.82049,-3.44147457213142,11001,0.95,-9.7692,2.43199,NA,NA,NA,NA,NA,NA,NA
"m[360] University of Iowa",-1.68000272267294,-1.66383,-1.6531469644892,11001,0.95,-7.84718,4.35324,NA,NA,NA,NA,NA,NA,NA
"m[361] University of Maryland",2.19277634392501,2.19674,2.3383027447701,11001,0.95,-3.86005,8.36951,NA,NA,NA,NA,NA,NA,NA
"m[362] University of Massachusetts Amherst",-2.57184066216453,-2.54608,-2.52809432885822,11001,0.95,-8.00739,2.77103,NA,NA,NA,NA,NA,NA,NA
"m[363] University of Massachusetts Lowell",-0.537483854998909,-0.544783,-0.515910280303638,11001,0.95,-3.79013,2.86979,NA,NA,NA,NA,NA,NA,NA
"m[364] University of New Hampshire",3.61388511862558,3.61424,3.64703564000239,11001,0.95,2.52724,4.74433,NA,NA,NA,NA,NA,NA,NA
"m[365] University of New Orleans",0.872755146919371,0.8852,1.05430984133276,11001,0.95,-2.16571,4.07959,NA,NA,NA,NA,NA,NA,NA
"m[366] University of North Carolina",0.712675719310663,0.685961,0.284063971831317,10630.6,0.95,-5.3712,6.96426,NA,NA,NA,NA,NA,NA,NA
"m[367] University of North Florida",2.86949579911563,2.85321,2.64539666743045,11001,0.95,-1.15689,6.67936,NA,NA,NA,NA,NA,NA,NA
"m[368] University of South Alabama",-1.94194554423825,-1.93544,-1.762664201151,11646.2,0.95,-5.23765,1.43657,NA,NA,NA,NA,NA,NA,NA
"m[369] University of Tennessee",-1.0473531642078,-1.03941,-1.02770497610701,11001,0.95,-6.15984,4.53539,NA,NA,NA,NA,NA,NA,NA
"m[370] University of Texas at Tyler",-1.65032063492564,-1.62373,-1.45134150390293,11502.2,0.95,-6.74446,3.90321,NA,NA,NA,NA,NA,NA,NA
"m[371] University of Washington",0.288211261701927,0.279747,0.231312491316591,11001,0.95,-2.85135,3.67478,NA,NA,NA,NA,NA,NA,NA
"m[372] University of Wisconsin (Badger Poll)",3.04613729183529,3.02381,2.85537911837623,11001,0.95,-0.848189,6.89451,NA,NA,NA,NA,NA,NA,NA
"m[373] University of Wisconsin-Milwaukee",-2.02841509873375,-2.01337,-1.88958194389326,11001,0.95,-6.4899,2.34901,NA,NA,NA,NA,NA,NA,NA
"m[374] USC Dornsife/Los Angeles Times",0.957156417816698,0.956615,1.01871122692345,10626.3,0.95,-2.7163,5.06749,NA,NA,NA,NA,NA,NA,NA
"m[375] Val Smith",-2.25186789436688,-2.24439,-2.03235777714684,11001,0.95,-8.27881,3.82369,NA,NA,NA,NA,NA,NA,NA
"m[376] Valley Research",1.78497648093491,1.81081,1.92692868822083,11752.2,0.95,-2.06482,5.69348,NA,NA,NA,NA,NA,NA,NA
"m[377] Victoria Research & Consulting",2.56804869110999,2.56472,2.61212401068397,10710.7,0.95,-3.6421,8.69859,NA,NA,NA,NA,NA,NA,NA
"m[378] Victory Enterprises",-4.78950223820616,-4.75581,-4.73746027913957,10480.3,0.95,-10.7071,1.52439,NA,NA,NA,NA,NA,NA,NA
"m[379] Victory Research",0.344897432059631,0.353864,0.505613053012194,11001,0.95,-5.66451,6.46816,NA,NA,NA,NA,NA,NA,NA
"m[380] Virginia Commonwealth University",-1.19978863514056,-1.23375,-1.4839646367113,11001,0.95,-5.24782,3.05281,NA,NA,NA,NA,NA,NA,NA
"m[381] Voter/Consumer Research",0.038339253653486,0.0179327,-0.0937646924621127,11001,0.95,-3.64618,4.04103,NA,NA,NA,NA,NA,NA,NA
"m[382] Vox Populi Polling",0.63508703136533,0.647227,0.741331946362906,11001,0.95,-1.73405,3.11075,NA,NA,NA,NA,NA,NA,NA
"m[383] Ward Research (Honolulu Star-Advertiser)",-1.13738077940251,-1.16478,-1.43740912573416,11001,0.95,-3.9549,1.48752,NA,NA,NA,NA,NA,NA,NA
"m[384] WCIA-TV",-8.00343238582856,-7.99347,-8.23201498489848,12026.2,0.95,-13.4515,-2.80307,NA,NA,NA,NA,NA,NA,NA
"m[385] We Ask America",-1.44589366986274,-1.43106,-1.30935166874802,10603.8,0.95,-3.34265,0.393444,NA,NA,NA,NA,NA,NA,NA
"m[386] West Chester University",0.805969005878011,0.777943,0.448461042384833,11531,0.95,-2.76588,4.57397,NA,NA,NA,NA,NA,NA,NA
"m[387] West Virginia Research Center",3.02894087163612,3.02946,2.97533810873494,11001,0.95,-2.44047,8.07403,NA,NA,NA,NA,NA,NA,NA
"m[388] Western Kentucky University",5.82035396116835,5.80786,5.6560793519603,11001,0.95,1.24933,10.1639,NA,NA,NA,NA,NA,NA,NA
"m[389] Western New England University",-0.843639278396909,-0.838731,-0.928694608626492,11001,0.95,-4.1948,2.5296,NA,NA,NA,NA,NA,NA,NA
"m[390] Wick Communications",1.07238724816362,1.0771,1.0583597275367,10312.8,0.95,-5.04066,6.86509,NA,NA,NA,NA,NA,NA,NA
"m[391] Wiese Research Associates Inc.",4.07118630469957,4.05241,4.16760114771459,11001,0.95,0.235614,7.62308,NA,NA,NA,NA,NA,NA,NA
"m[392] Winston Group",2.23222356181211,2.21175,2.46213278511833,11001,0.95,-2.67523,6.88385,NA,NA,NA,NA,NA,NA,NA
"m[393] Winthrop University",0.241084197842014,0.271373,0.270489787734856,11001,0.95,-5.94029,6.32115,NA,NA,NA,NA,NA,NA,NA
"m[394] Wirthlin Worldwide",-2.27251227526589,-2.27721,-2.36452698125216,11001,0.95,-6.75704,2.01777,NA,NA,NA,NA,NA,NA,NA
"m[395] WPA Intelligence (WPAi)",-1.71644110105699,-1.7074,-1.5661786909116,11001,0.95,-4.44073,0.981294,NA,NA,NA,NA,NA,NA,NA
"m[396] Y2 Analytics",1.9466856512927,1.94497,1.74608555510598,10679,0.95,-2.8287,6.70021,NA,NA,NA,NA,NA,NA,NA
"m[397] Yankelovich Partners Inc.",-0.416150903877611,-0.411667,-0.608274174743121,11001,0.95,-5.14363,4.57364,NA,NA,NA,NA,NA,NA,NA
"m[398] YouGov",0.397448082199855,0.392693,0.38333180860326,11001,0.95,-0.182013,1.00756,NA,NA,NA,NA,NA,NA,NA
"m[399] Zata3",-1.71972787933361,-1.68927,-1.14967754624359,11001,0.95,-7.24987,3.47896,NA,NA,NA,NA,NA,NA,NA
"m[400] Zia Poll",-2.55488012495664,-2.54396,-1.93606245798036,10420.4,0.95,-7.54922,2.09361,NA,NA,NA,NA,NA,NA,NA
"m[401] Zimmerman & Associates/Marketing Intelligence",1.90422510798927,1.94117,2.11171226670489,11440.5,0.95,-2.88894,6.66421,NA,NA,NA,NA,NA,NA,NA
"m[402] Zogby Interactive/JZ Analytics",-0.721131156400327,-0.720797,-0.767286485783386,10146.9,0.95,-1.28209,-0.142473,NA,NA,NA,NA,NA,NA,NA
"aSigma",3.68216747932006,3.67828,3.67907630338711,9434,0.95,3.2018,4.16311,NA,NA,NA,NA,NA,NA,NA
"ySigma",5.75829836378511,5.75831,5.76228582238013,11001,0.95,5.66578,5.85446,NA,NA,NA,NA,NA,NA,NA
"Rasmussen Reports/Pulse Opinion Research.v.Marist College",-1.2101229621041,-1.210409,-1.28997593190584,11001,0.95,-2.347203,-0.03898,0,1.94527770202709,-1.5,1.5,31.2426143077902,68.7573856922098,0
"ABC News/The Washington Post.v.SurveyUSA",0.689377834694501,0.687833,0.647840016966089,11001,0.95,-0.73713,2.050036,0,83.0742659758204,-1.5,1.5,0.0545404963185165,87.1375329515499,12.8079265521316
"Quinnipiac University.v.Marist College",0.558092388851913,0.555446,0.490016087087598,11001,0.95,-0.8262687,1.9545231,0,78.0201799836378,-1.5,1.5,0.163621488955549,90.5190437232979,9.31733478774657
"Quinnipiac University.v.Rasmussen Reports/Pulse Opinion Research",1.76821535095601,1.768809,1.71081462224961,11001,0.95,0.75357,2.810083,0,99.927279338242,-1.5,1.5,0,30.0790837196619,69.9209162803381
