"","state","pollster","number.of.observations","start.date","end.date","other","undecided","mode","population","pollsterFullName","year","democrat","republican","ID","race_id"
"200","GA","SurveyUSA",677,"9/27/08","9/30/08",2.8,1.2,"Live Phone","Registered Voters","SurveyUSA","2008",44,52,200,200
"201","GA","Rasmussen",500,"10/5/08","10/8/08",0.7,0.3,"Live Phone","Registered Voters","Rasmussen","2008",45,54,201,201
"202","GA","Strategic Vision",800,"10/6/08","10/9/08",4.9,2.1,"Live Phone","Registered Voters","Strategic Vision","2008",43,50,202,202
"203","GA","SurveyUSA",547,"10/10/08","10/13/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",43,51,203,203
"204","GA","CNN/Time",718,"10/12/08","10/15/08",1.4,0.6,"Live Phone","Registered Voters","CNN/Time","2008",45,53,204,204
"205","GA","Rasmussen",500,"10/20/08","10/23/08",2.1,0.9,"Live Phone","Registered Voters","Rasmussen","2008",46,51,205,205
"206","GA","Strategic Vision",800,"10/20/08","10/23/08",2.8,1.2,"Live Phone","Registered Voters","Strategic Vision","2008",45,51,206,206
"207","GA","Mason-Dixon",625,"10/23/08","10/26/08",5.6,2.4,"Live Phone","Registered Voters","Mason-Dixon","2008",43,49,207,207
"208","GA","CNN/Time",690,"10/26/08","10/29/08",0.7,0.3,"Live Phone","Registered Voters","CNN/Time","2008",47,52,208,208
"209","GA","Rasmussen",500,"10/28/08","10/31/08",0.7,0.3,"Live Phone","Registered Voters","Rasmussen","2008",47,52,209,209
"210","GA","Public Policy",1258,"10/31/08","11/3/08",1.4,0.6,"Live Phone","Registered Voters","Public Policy","2008",48,50,210,210
"211","GA","Strategic Vision",800,"10/31/08","11/3/08",2.8,1.2,"Live Phone","Registered Voters","Strategic Vision","2008",46,50,211,211
"212","GA","SurveyUSA",683,"10/31/08","11/3/08",2.1,0.9,"Live Phone","Registered Voters","SurveyUSA","2008",45,52,212,212
"213","HI","SurveyUSA",600,"3/3/08","3/6/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",61,31,213,213
"214","HI","American Research",600,"9/14/08","9/17/08",3.5,1.5,"Live Phone","Registered Voters","American Research","2008",63,32,214,214
"215","HI","Rasmussen",500,"9/21/08","9/24/08",3.5,1.5,"Live Phone","Registered Voters","Rasmussen","2008",68,27,215,215
"216","IA","SurveyUSA",563,"2/16/08","2/19/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",51,41,216,216
"217","IA","SurveyUSA",517,"3/17/08","3/20/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",50,44,217,217
"218","IA","Rasmussen",500,"3/30/08","4/2/08",8.4,3.6,"Live Phone","Registered Voters","Rasmussen","2008",46,42,218,218
"219","IA","SurveyUSA",553,"4/14/08","4/17/08",6.3,2.7,"Live Phone","Registered Voters","SurveyUSA","2008",49,42,219,219
"220","IA","Rasmussen",500,"5/12/08","5/15/08",9.8,4.2,"Live Phone","Registered Voters","Rasmussen","2008",44,42,220,220
"221","IA","Rasmussen",500,"6/9/08","6/12/08",11.9,5.1,"Live Phone","Registered Voters","Rasmussen","2008",45,38,221,221
"222","IA","SurveyUSA",528,"6/17/08","6/20/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",49,45,222,222
"223","IA","Rasmussen",500,"7/7/08","7/10/08",9.8,4.2,"Live Phone","Registered Voters","Rasmussen","2008",48,38,223,223
"224","IA","Rasmussen",500,"8/8/08","8/11/08",9.1,3.9,"Live Phone","Registered Voters","Rasmussen","2008",46,41,224,224
"225","IA","Univ. of Iowa",617,"8/16/08","8/19/08",4.9,2.1,"Live Phone","Registered Voters","Univ. of Iowa","2008",50,43,225,225
"226","IA","Selzer & Co.",616,"9/11/08","9/14/08",5.6,2.4,"Live Phone","Registered Voters","Selzer & Co.","2008",52,40,226,226
"227","IA","Big Ten Battleground",600,"9/15/08","9/18/08",7,3,"Live Phone","Registered Voters","Big Ten Battleground","2008",45,45,227,227
"228","IA","SurveyUSA",702,"9/16/08","9/19/08",2.1,0.9,"Live Phone","Registered Voters","SurveyUSA","2008",54,43,228,228
"229","IA","American Research",600,"9/18/08","9/21/08",3.5,1.5,"Live Phone","Registered Voters","American Research","2008",51,44,229,229
"230","IA","Rasmussen",500,"9/24/08","9/27/08",4.2,1.8,"Live Phone","Registered Voters","Rasmussen","2008",51,43,230,230
"231","IA","Research 2000",600,"9/29/08","10/2/08",4.2,1.8,"Live Phone","Registered Voters","Research 2000","2008",55,39,231,231
"232","IA","SurveyUSA",682,"10/7/08","10/10/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",54,41,232,232
"233","IA","Big Ten Battleground",586,"10/20/08","10/23/08",6.3,2.7,"Live Phone","Registered Voters","Big Ten Battleground","2008",52,39,233,233
"234","IA","Rasmussen",700,"10/21/08","10/24/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",52,44,234,234
"235","IA","Research 2000",600,"10/23/08","10/26/08",4.9,2.1,"Live Phone","Registered Voters","Research 2000","2008",54,39,235,235
"236","IA","Marist",645,"10/24/08","10/27/08",4.2,1.8,"Live Phone","Registered Voters","Marist","2008",52,42,236,236
"237","IA","SurveyUSA",658,"10/27/08","10/30/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",55,40,237,237
"238","IA","Research 2000",600,"10/28/08","10/31/08",5.6,2.4,"Live Phone","Registered Voters","Research 2000","2008",53,39,238,238
"239","IA","Selzer & Co.",814,"10/29/08","11/1/08",6.3,2.7,"Live Phone","Registered Voters","Selzer & Co.","2008",54,37,239,239
"240","ID","SurveyUSA",600,"3/3/08","3/6/08",6.3,2.7,"Live Phone","Registered Voters","SurveyUSA","2008",39,52,240,240
"241","ID","Rasmussen",500,"9/8/08","9/11/08",2.1,0.9,"Live Phone","Registered Voters","Rasmussen","2008",29,68,241,241
"242","ID","American Research",600,"9/14/08","9/17/08",4.9,2.1,"Live Phone","Registered Voters","American Research","2008",25,68,242,242
"243","IL","SurveyUSA",600,"3/3/08","3/6/08",6.3,2.7,"Live Phone","Registered Voters","SurveyUSA","2008",60,31,243,243
"244","IL","Rasmussen",500,"7/7/08","7/10/08",9.1,3.9,"Live Phone","Registered Voters","Rasmussen","2008",50,37,244,244
"245","IL","Rasmussen",500,"8/15/08","8/18/08",6.3,2.7,"Live Phone","Registered Voters","Rasmussen","2008",53,38,245,245
"246","IL","American Research",600,"9/14/08","9/17/08",2.8,1.2,"Live Phone","Registered Voters","American Research","2008",51,45,246,246
"247","IL","Big Ten Battleground",600,"9/15/08","9/18/08",7,3,"Live Phone","Registered Voters","Big Ten Battleground","2008",53,37,247,247
"248","IL","Rasmussen",500,"9/17/08","9/20/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",56,40,248,248
"249","IL","Research 2000",800,"9/18/08","9/21/08",5.6,2.4,"Live Phone","Registered Voters","Research 2000","2008",56,36,249,249
"250","IL","Rasmussen",500,"10/12/08","10/15/08",3.5,1.5,"Live Phone","Registered Voters","Rasmussen","2008",56,39,250,250
"251","IL","Chicago Tribune",500,"10/18/08","10/21/08",8.4,3.6,"Live Phone","Registered Voters","Chicago Tribune","2008",56,32,251,251
"252","IL","Big Ten Battleground",572,"10/20/08","10/23/08",4.9,2.1,"Live Phone","Registered Voters","Big Ten Battleground","2008",61,32,252,252
"253","IL","Research 2000",800,"10/23/08","10/26/08",4.2,1.8,"Live Phone","Registered Voters","Research 2000","2008",59,35,253,253
"254","IL","Rasmussen",500,"10/30/08","11/2/08",1.4,0.6,"Live Phone","Registered Voters","Rasmussen","2008",60,38,254,254
"255","IN","SurveyUSA",499,"2/2/08","2/5/08",7,3,"Live Phone","Registered Voters","SurveyUSA","2008",40,50,255,255
"256","IN","SurveyUSA",627,"6/21/08","6/24/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",47.7,47.3,256,256
"257","IN","SurveyUSA",645,"8/17/08","8/20/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",44,50,257,257
"258","IN","Rasmussen",500,"8/19/08","8/22/08",8.4,3.6,"Live Phone","Registered Voters","Rasmussen","2008",42,46,258,258
"259","IN","Howey-Gauge",500,"8/27/08","8/30/08",8.4,3.6,"Live Phone","Registered Voters","Howey-Gauge","2008",43,45,259,259
"260","IN","CNN/Time",890,"9/14/08","9/17/08",2.8,1.2,"Live Phone","Registered Voters","CNN/Time","2008",45,51,260,260
"261","IN","Big Ten Battleground",600,"9/15/08","9/18/08",7,3,"Live Phone","Registered Voters","Big Ten Battleground","2008",43,47,261,261
"262","IN","Selzer",600,"9/15/08","9/18/08",6.3,2.7,"Live Phone","Registered Voters","Selzer","2008",47,44,262,262
"263","IN","American Research",600,"9/16/08","9/19/08",6.3,2.7,"Live Phone","Registered Voters","American Research","2008",44,47,263,263
"264","IN","Rasmussen",500,"9/16/08","9/19/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",47,49,264,264
"265","IN","SurveyUSA",687,"9/27/08","9/30/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",45,48,265,265
"266","IN","Research 2000",600,"9/29/08","10/2/08",6.3,2.7,"Live Phone","Registered Voters","Research 2000","2008",45,46,266,266
"267","IN","CNN/Time",677,"10/4/08","10/7/08",2.1,0.9,"Live Phone","Registered Voters","CNN/Time","2008",46,51,267,267
"268","IN","Research 2000",800,"10/4/08","10/7/08",5.6,2.4,"Live Phone","Registered Voters","Research 2000","2008",46,46,268,268
"269","IN","Rasmussen",500,"10/6/08","10/9/08",4.9,2.1,"Live Phone","Registered Voters","Rasmussen","2008",43,50,269,269
"270","IN","Public Policy",1411,"10/18/08","10/21/08",4.2,1.8,"Live Phone","Registered Voters","Public Policy","2008",48,46,270,270
"271","IN","Big Ten Battleground",586,"10/20/08","10/23/08",5.6,2.4,"Live Phone","Registered Voters","Big Ten Battleground","2008",51,41,271,271
"272","IN","SurveyUSA",631,"10/20/08","10/23/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",49,45,272,272
"273","IN","Reuters/Zogby",601,"10/24/08","10/27/08",4.2,1.8,"Live Phone","Registered Voters","Reuters/Zogby","2008",44,50,273,273
"274","IN","Research 2000",600,"10/25/08","10/28/08",3.5,1.5,"Live Phone","Registered Voters","Research 2000","2008",48,47,274,274
"275","IN","Selzer & Co.",606,"10/26/08","10/29/08",6.16,2.64,"Live Phone","Registered Voters","Selzer & Co.","2008",45.9,45.3,275,275
"276","IN","Rasmussen",500,"10/27/08","10/30/08",3.5,1.5,"Live Phone","Registered Voters","Rasmussen","2008",46,49,276,276
"277","IN","American Research Group",600,"10/29/08","11/1/08",2.8,1.2,"Live Phone","Registered Voters","American Research Group","2008",48,48,277,277
"278","IN","Public Policy",2634,"10/31/08","11/3/08",2.1,0.9,"Live Phone","Registered Voters","Public Policy","2008",49,48,278,278
"279","IN","Reuters/Zogby",603,"10/31/08","11/3/08",4.9,2.1,"Live Phone","Registered Voters","Reuters/Zogby","2008",44,49,279,279
"280","KS","SurveyUSA",512,"1/15/08","1/18/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",39,53,280,280
"281","KS","SurveyUSA",514,"2/19/08","2/22/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",44,50,281,281
"282","KS","SurveyUSA",516,"3/17/08","3/20/08",7,3,"Live Phone","Registered Voters","SurveyUSA","2008",39,51,282,282
"283","KS","SurveyUSA",516,"4/14/08","4/17/08",6.3,2.7,"Live Phone","Registered Voters","SurveyUSA","2008",37,54,283,283
"284","KS","SurveyUSA",600,"5/26/08","5/29/08",8.4,3.6,"Live Phone","Registered Voters","SurveyUSA","2008",39,49,284,284
"285","KS","Rasmussen",500,"6/13/08","6/16/08",11.2,4.8,"Live Phone","Registered Voters","Rasmussen","2008",37,47,285,285
"286","KS","Rasmussen",500,"7/13/08","7/16/08",11.2,4.8,"Live Phone","Registered Voters","Rasmussen","2008",32,52,286,286
"287","KS","Rasmussen",500,"8/10/08","8/13/08",7.7,3.3,"Live Phone","Registered Voters","Rasmussen","2008",37,52,287,287
"288","KS","SurveyUSA",641,"8/18/08","8/21/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",35,58,288,288
"289","KS","American Research",600,"9/14/08","9/17/08",4.2,1.8,"Live Phone","Registered Voters","American Research","2008",31,63,289,289
"290","KS","Rasmussen",500,"9/20/08","9/23/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",38,58,290,290
"291","KS","SurveyUSA",666,"9/20/08","9/23/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",41,53,291,291
"292","KS","Rasmussen",500,"10/12/08","10/15/08",3.5,1.5,"Live Phone","Registered Voters","Rasmussen","2008",41,54,292,292
"293","KS","Rasmussen",613,"10/20/08","10/23/08",4.2,1.8,"Live Phone","Registered Voters","Rasmussen","2008",41,53,293,293
"294","KS","SurveyUSA",626,"10/26/08","10/29/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",37,58,294,294
"295","KY","SurveyUSA",540,"2/2/08","2/5/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",32,61,295,295
"296","KY","SurveyUSA",535,"3/16/08","3/19/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",28,64,296,296
"297","KY","SurveyUSA",538,"4/14/08","4/17/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",29,63,297,297
"298","KY","Rasmussen",500,"5/25/08","5/28/08",7.7,3.3,"Live Phone","Registered Voters","Rasmussen","2008",32,57,298,298
"299","KY","SurveyUSA",626,"6/14/08","6/17/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",41,53,299,299
"300","KY","Rasmussen",500,"6/24/08","6/27/08",9.8,4.2,"Live Phone","Registered Voters","Rasmussen","2008",35,51,300,300
"301","KY","Rasmussen",500,"7/28/08","7/31/08",8.4,3.6,"Live Phone","Registered Voters","Rasmussen","2008",39,49,301,301
"302","KY","SurveyUSA",636,"8/9/08","8/12/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",37,55,302,302
"303","KY","American Research",600,"9/14/08","9/17/08",4.2,1.8,"Live Phone","Registered Voters","American Research","2008",37,57,303,303
"304","KY","SurveyUSA",672,"9/20/08","9/23/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",38,57,304,304
"305","KY","Mason-Dixon",717,"9/25/08","9/28/08",4.2,1.8,"Live Phone","Registered Voters","Mason-Dixon","2008",41,53,305,305
"306","KY","Rasmussen",500,"9/29/08","10/2/08",4.2,1.8,"Live Phone","Registered Voters","Rasmussen","2008",42,52,306,306
"307","KY","SurveyUSA",535,"10/18/08","10/21/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",41,54,307,307
"308","KY","Rasmussen",500,"10/19/08","10/22/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",44,52,308,308
"309","KY","Research 2000",600,"10/21/08","10/24/08",4.2,1.8,"Live Phone","Registered Voters","Research 2000","2008",39,55,309,309
"310","KY","Rasmussen",500,"10/27/08","10/30/08",1.4,0.6,"Live Phone","Registered Voters","Rasmussen","2008",43,55,310,310
"311","KY","Mason-Dixon",817,"10/29/08","11/1/08",4.9,2.1,"Live Phone","Registered Voters","Mason-Dixon","2008",42,51,311,311
"312","KY","SurveyUSA",616,"10/30/08","11/2/08",2.8,1.2,"Live Phone","Registered Voters","SurveyUSA","2008",40,56,312,312
"313","LA","SurveyUSA",600,"3/3/08","3/6/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",39,54,313,313
"314","LA","Rasmussen",500,"4/6/08","4/9/08",4.9,2.1,"Live Phone","Registered Voters","Rasmussen","2008",41,52,314,314
"315","LA","Southern Media & Opinion",600,"6/28/08","7/1/08",8.4,3.6,"Live Phone","Registered Voters","Southern Media & Opinion","2008",36,52,315,315
"316","LA","Rasmussen",500,"7/11/08","7/14/08",8.4,3.6,"Live Phone","Registered Voters","Rasmussen","2008",34,54,316,316
"317","LA","Rasmussen",500,"8/16/08","8/19/08",4.9,2.1,"Live Phone","Registered Voters","Rasmussen","2008",38,55,317,317
"318","LA","American Research",600,"9/14/08","9/17/08",4.9,2.1,"Live Phone","Registered Voters","American Research","2008",43,50,318,318
"319","LA","Rasmussen",700,"9/24/08","9/27/08",3.5,1.5,"Live Phone","Registered Voters","Rasmussen","2008",40,55,319,319
"320","LA","Rasmussen",500,"10/20/08","10/23/08",1.4,0.6,"Live Phone","Registered Voters","Rasmussen","2008",41,57,320,320
"321","MA","SurveyUSA",562,"1/20/08","1/23/08",3.5,1.5,"Live Phone","Registered Voters","SurveyUSA","2008",45,50,321,321
"322","MA","SurveyUSA",562,"2/19/08","2/22/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",48,46,322,322
"323","MA","Rasmussen",500,"3/15/08","3/18/08",6.3,2.7,"Live Phone","Registered Voters","Rasmussen","2008",49,42,323,323
"324","MA","SurveyUSA",510,"3/17/08","3/20/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",47,47,324,324
"325","MA","SurveyUSA",546,"4/14/08","4/17/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",48,46,325,325
"326","MA","Rasmussen",500,"5/29/08","6/1/08",7.7,3.3,"Live Phone","Registered Voters","Rasmussen","2008",51,38,326,326
"327","MA","SurveyUSA",607,"6/27/08","6/30/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",53,40,327,327
"328","MA","Rasmussen",500,"8/4/08","8/7/08",9.1,3.9,"Live Phone","Registered Voters","Rasmussen","2008",51,36,328,328
"329","MA","American Research",600,"9/20/08","9/23/08",4.2,1.8,"Live Phone","Registered Voters","American Research","2008",55,39,329,329
"330","MA","SurveyUSA",679,"9/21/08","9/24/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",55,39,330,330
"331","MA","Rasmussen",500,"9/22/08","9/25/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",58,38,331,331
"332","MA","Rasmussen",500,"10/12/08","10/15/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",58,38,332,332
"333","MA","SurveyUSA",624,"10/12/08","10/15/08",4.2,1.8,"Live Phone","Registered Voters","SurveyUSA","2008",59,35,333,333
"334","MD","Rasmussen",500,"1/5/08","1/8/08",7,3,"Live Phone","Registered Voters","Rasmussen","2008",48,42,334,334
"335","MD","SurveyUSA",600,"3/3/08","3/6/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",53,40,335,335
"336","MD","Rasmussen",500,"8/17/08","8/20/08",4.2,1.8,"Live Phone","Registered Voters","Rasmussen","2008",53,41,336,336
"337","MD","Gonzales",833,"9/6/08","9/9/08",7,3,"Live Phone","Registered Voters","Gonzales","2008",52,38,337,337
"338","MD","American Research",600,"9/17/08","9/20/08",4.9,2.1,"Live Phone","Registered Voters","American Research","2008",54,39,338,338
"339","MD","Rasmussen",500,"9/21/08","9/24/08",2.1,0.9,"Live Phone","Registered Voters","Rasmussen","2008",60,37,339,339
"340","ME","SurveyUSA",600,"3/3/08","3/6/08",5.6,2.4,"Live Phone","Registered Voters","SurveyUSA","2008",53,39,340,340
"341","ME","Rasmussen",500,"5/13/08","5/16/08",7.7,3.3,"Live Phone","Registered Voters","Rasmussen","2008",51,38,341,341
"342","ME","Rasmussen",500,"6/15/08","6/18/08",8.4,3.6,"Live Phone","Registered Voters","Rasmussen","2008",55,33,342,342
"343","ME","Rasmussen",500,"7/15/08","7/18/08",12.6,5.4,"Live Phone","Registered Voters","Rasmussen","2008",46,36,343,343
"344","ME","Rasmussen",500,"8/12/08","8/15/08",10.5,4.5,"Live Phone","Registered Voters","Rasmussen","2008",49,36,344,344
"345","ME","American Research",600,"9/14/08","9/17/08",5.6,2.4,"Live Phone","Registered Voters","American Research","2008",51,41,345,345
"346","ME","Rasmussen",500,"9/16/08","9/19/08",2.8,1.2,"Live Phone","Registered Voters","Rasmussen","2008",50,46,346,346
"347","ME","SurveyUSA",675,"9/21/08","9/24/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",49,44,347,347
"348","ME","Rasmussen",500,"10/1/08","10/4/08",2.1,0.9,"Live Phone","Registered Voters","Rasmussen","2008",51,46,348,348
"349","ME","SurveyUSA",642,"10/18/08","10/21/08",4.9,2.1,"Live Phone","Registered Voters","SurveyUSA","2008",54,39,349,349
"350","ME","Rasmussen",500,"10/30/08","11/2/08",0.7,0.3,"Live Phone","Registered Voters","Rasmussen","2008",56,43,350,350
"351","MI","Rasmussen",500,"2/17/08","2/20/08",9.8,4.2,"Live Phone","Registered Voters","Rasmussen","2008",47,39,351,351
"352","MI","Rasmussen",500,"3/7/08","3/10/08",10.5,4.5,"Live Phone","Registered Voters","Rasmussen","2008",41,44,352,352
"353","MI","Rasmussen",500,"3/14/08","3/17/08",10.5,4.5,"Live Phone","Registered Voters","Rasmussen","2008",41,44,353,353
"354","MI","Rasmussen",500,"5/8/08","5/11/08",7.7,3.3,"Live Phone","Registered Voters","Rasmussen","2008",44,45,354,354
"355","MI","Rasmussen",500,"6/8/08","6/11/08",9.1,3.9,"Live Phone","Registered Voters","Rasmussen","2008",45,42,355,355
"356","MI","Quinnipiac/WSJ/Wash. Post",1411,"6/23/08","6/26/08",7,3,"Live Phone","Registered Voters","Quinnipiac/WSJ/Wash. Post","2008",48,42,356,356
"357","MI","Rasmussen",500,"7/11/08","7/14/08",9.8,4.2,"Live Phone","Registered Voters","Rasmussen","2008",47,39,357,357
"358","MI","Epic/Detroit News",600,"7/12/08","7/15/08",11.2,4.8,"Live Phone","Registered Voters","Epic/Detroit News","2008",43,41,358,358
"359","MI","Quinnipiac/WSJ/Wash. Post",1684,"7/21/08","7/24/08",8.4,3.6,"Live Phone","Registered Voters","Quinnipiac/WSJ/Wash. Post","2008",46,42,359,359
