"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias","transparency","delMode","LV","undecided"
"6427",30629,36839,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","MrstCll",183,2012-10-31,1545,"Barack Obama","DEM",49,"Mitt Romney","REP",47,NA,2,2012-11-06,49.9,49.03,0.88,1.12,1.12,1,"","","Marist College",6,-0.899999999999999,-2.03,"yes","Live",TRUE,4
"8435",48362,75819,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","MrstCll",183,2016-11-02,940,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",43.5,NA,1.5,2016-11-08,48.02,45.93,2.09,0.59,-0.59,1,"average of multiple versions or turnout models listed in poll","","Marist College",6,-3.02,-2.43,"yes","Live",TRUE,11.5
"889",28069,117042,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","PC-SG(B",255,2000-11-01,1000,"Al Gore","DEM",40,"George W. Bush","REP",47,NA,-7,2000-11-07,48.38,47.87,0.52,7.52,-7.52,0,"","","Polling Company-Global Strategy Group (Hotline Bullseye)",6,-8.38,-0.869999999999997,"no","Live*",TRUE,13
"896",6235,7690,818,"2000","2000_Pres-G_IA","IA","Pres-G","Pres-G","Slzr&C.",304,2000-11-01,805,"Al Gore","DEM",44,"George W. Bush","REP",42,NA,2,2000-11-07,48.54,48.22,0.31,1.69,1.69,1,"","","Selzer & Co.",6,-4.54,-6.22,"yes","Live",TRUE,14
"2232",4442,5766,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","Slzr&C.",304,2004-10-27,806,"John Kerry","DEM",48,"George W. Bush","REP",45,NA,3,2004-11-02,49.23,49.9,-0.67,3.67,3.67,0,"","","Selzer & Co.",6,-1.23,-4.9,"yes","Live",TRUE,7
"905",6232,7687,838,"2000","2000_Pres-G_NM","NM","Pres-G","Pres-G","R&PInc.",280,2000-11-01,769,"Al Gore","DEM",41,"George W. Bush","REP",44,NA,-3,2000-11-07,47.91,47.85,0.06,3.06,-3.06,0,"","","Research & Polling Inc.",6,-6.91,-3.85,"no","Live",TRUE,15
"4522",16512,21409,736,"2008","2008_Pres-G_NM","NM","Pres-G","Pres-G","R&PInc.",280,2008-10-29,600,"Barack Obama","DEM",51,"John McCain","REP",43,NA,8,2008-11-04,56.91,41.78,15.13,7.13,-7.13,1,"among registered voters","","Research & Polling Inc.",6,-5.91,1.22,"no","Live",FALSE,6
"8455",48476,75967,634,"2016","2016_Pres-G_NM","NM","Pres-G","Pres-G","R&PInc.",280,2016-11-02,504,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",40,NA,5,2016-11-08,48.26,40.04,8.21,3.21,-3.21,1,"","","Research & Polling Inc.",6,-3.26,-0.0399999999999991,"no","Live",TRUE,15
"908",6194,7648,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","DcsnFrc",77,2000-11-01,1032,"Al Gore","DEM",47,"George W. Bush","REP",43,NA,4,2000-11-07,50.6,46.43,4.17,0.17,-0.17,1,"","","Decision Forecasting",6,-3.6,-3.43,"no","Live*",TRUE,10
"2238",4427,5751,785,"2004","2004_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2004-10-27,841,"John Kerry","DEM",49,"George W. Bush","REP",47,NA,2,2004-11-02,50.24,48.87,1.37,0.63,0.63,1,"","","University of New Hampshire",6,-1.24,-1.87,"yes","Live",TRUE,4
"4520",54116,117481,734,"2008","2008_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2008-10-29,617,"Barack Obama","DEM",53,"John McCain","REP",39,NA,14,2008-11-04,54.13,44.52,9.61,4.39,4.39,1,"","","University of New Hampshire",6,-1.13,-5.52,"yes","Live",TRUE,8
"8461",48469,75953,640,"2016","2016_Pres-G_PA","PA","Pres-G","Pres-G","MhlnbrC",219,2016-11-02,405,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",41,NA,5,2016-11-08,47.46,48.17,-0.72,5.72,5.72,0,"average of multiple versions or turnout models listed in poll","","Muhlenberg College",6,-1.46,-7.17,"yes","Live",TRUE,13
"2240",4431,5755,789,"2004","2004_Pres-G_NY","NY","Pres-G","Pres-G","SinCllg",305,2004-10-27,1062,"John Kerry","DEM",52,"George W. Bush","REP",37,NA,15,2004-11-02,58.36,40.08,18.29,3.29,-3.29,1,"","","Siena College",6,-6.36,-3.08,"yes","Online/Live",TRUE,11
"4507",16559,21456,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","OSvv-IA",243,2008-10-29,814,"Barack Obama","DEM",47,"John McCain","REP",50,NA,-3,2008-11-04,49.23,49.36,-0.13,2.87,-2.87,1,"","","Opinion Savvy-InsiderAdvantage",6,-2.23,0.640000000000001,"yes","IVR/Online",TRUE,3
"4514",16560,21457,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","OSvv-IA",243,2008-10-29,641,"Barack Obama","DEM",48,"John McCain","REP",48,NA,0,2008-11-04,49.7,49.38,0.33,0.33,-0.33,0.5,"","","Opinion Savvy-InsiderAdvantage",6,-1.7,-1.38,"yes","IVR/Online",TRUE,4
"8442",48188,75462,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","OSvv-IA",243,2016-11-02,603,"Hillary Rodham Clinton","DEM",49.3,"Donald Trump","REP",45,NA,4.3000002,2016-11-08,47.41,48.6,-1.19,5.49,5.49,0,"","","Opinion Savvy-InsiderAdvantage",6,1.89,-3.6,"yes","IVR/Online",TRUE,5.7
"4484",15188,20028,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","FnnclDy",95,2008-10-29,870,"Barack Obama","DEM",48,"John McCain","REP",41,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"","","Financial Dynamics",6,-4.86,-4.6,"no","Live*",TRUE,11
"4496",16530,21427,709,"2008","2008_Pres-G_CO","CO","Pres-G","Pres-G","PblcPlP",263,2008-10-29,2023,"Barack Obama","DEM",54,"John McCain","REP",44,NA,10,2008-11-04,53.66,44.71,8.95,1.05,1.05,1,"","","Public Policy Polling",6,0.340000000000003,-0.710000000000001,"no","IVR/Text",TRUE,2
"4503",16528,21425,726,"2008","2008_Pres-G_MI","MI","Pres-G","Pres-G","PblcPlP",263,2008-10-29,1532,"Barack Obama","DEM",55,"John McCain","REP",42,NA,13,2008-11-04,57.33,40.89,16.44,3.44,-3.44,1,"","","Public Policy Polling",6,-2.33,1.11,"no","IVR/Text",TRUE,3
"4504",16529,21426,727,"2008","2008_Pres-G_MN","MN","Pres-G","Pres-G","PblcPlP",263,2008-10-29,1050,"Barack Obama","DEM",57,"John McCain","REP",41,NA,16,2008-11-04,54.06,43.82,10.24,5.76,5.76,1,"","","Public Policy Polling",6,2.94,-2.82,"no","IVR/Text",TRUE,2
"4521",16531,21428,736,"2008","2008_Pres-G_NM","NM","Pres-G","Pres-G","PblcPlP",263,2008-10-29,1537,"Barack Obama","DEM",58,"John McCain","REP",41,NA,17,2008-11-04,56.91,41.78,15.13,1.87,1.87,1,"","","Public Policy Polling",6,1.09,-0.780000000000001,"no","IVR/Text",TRUE,1
"4526",16532,21429,741,"2008","2008_Pres-G_OR","OR","Pres-G","Pres-G","PblcPlP",263,2008-10-29,1424,"Barack Obama","DEM",57,"John McCain","REP",42,NA,15,2008-11-04,56.75,40.4,16.35,1.35,-1.35,1,"","","Public Policy Polling",6,0.25,1.6,"no","IVR/Text",TRUE,1
"6430",30520,36663,675,"2012","2012_Pres-G_MI","MI","Pres-G","Pres-G","PblcPlP",263,2012-10-31,500,"Barack Obama","DEM",53,"Mitt Romney","REP",45,NA,8,2012-11-06,54.04,44.58,9.47,1.47,-1.47,1,"for Health Care for America Now","D","Public Policy Polling",6,-1.04,0.420000000000002,"no","IVR/Text",TRUE,2
"6437",30526,36682,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","PblcPlP",263,2012-10-31,600,"Barack Obama","DEM",49,"Mitt Romney","REP",46,NA,3,2012-11-06,51.16,47.28,3.87,0.87,-0.87,1,"for Health Care for America Now","D","Public Policy Polling",6,-2.16,-1.28,"no","IVR/Text",TRUE,5
"6433",30607,36808,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","CNN-ORC",37,2012-10-31,796,"Barack Obama","DEM",48.5,"Mitt Romney","REP",45.5,NA,3,2012-11-06,50.58,47.6,2.97,0.03,0.03,1,"average of multiple versions or turnout models listed in poll","","CNN-Opinion Research Corp.",6,-2.08,-2.1,"yes","Live",TRUE,6
"6429",30669,36920,674,"2012","2012_Pres-G_ME","ME","Pres-G","Pres-G","CrtclIn",64,2012-10-31,613,"Barack Obama","DEM",49,"Mitt Romney","REP",42,NA,7,2012-11-06,56.27,40.98,15.29,8.29,-8.29,1,"","","Critical Insights",6,-7.27,1.02,"no","Online/Live",TRUE,9
"4529",16511,21408,751,"2008","2008_Pres-G_WA","WA","Pres-G","Pres-G","UnvrsoW",364,2008-10-29,400,"Barack Obama","DEM",51,"John McCain","REP",39,NA,12,2008-11-04,57.34,40.26,17.08,5.08,-5.08,1,"among registered voters","","University of Washington",6,-6.34,-1.26,"no","Live",FALSE,10
"4512",63540,116966,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","ElnUnvr",86,2008-10-29,797,"Barack Obama","DEM",45,"John McCain","REP",38,NA,7,2008-11-04,49.7,49.38,0.33,6.67,6.67,1,"","","Elon University",6,-4.7,-11.38,"yes","Online/Live",TRUE,17
"8434",48471,75959,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","GrvsMrk",124,2016-11-02,2435,"Hillary Rodham Clinton","DEM",47,"Donald Trump","REP",45,NA,2,2016-11-08,48.02,45.93,2.09,0.09,-0.09,1,"among registered voters","","Gravis Marketing",6,-1.02,-0.93,"no","IVR/Online/Live",FALSE,8
"8437",48366,75833,607,"2016","2016_Pres-G_CO","CO","Pres-G","Pres-G","GrvsMrk",124,2016-11-02,1125,"Hillary Rodham Clinton","DEM",40,"Donald Trump","REP",40,NA,0,2016-11-08,48.16,43.25,4.91,4.91,-4.91,0.5,"among registered voters","","Gravis Marketing",6,-8.16,-3.25,"no","IVR/Online/Live",FALSE,20
"8441",48776,76359,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","GrvsMrk",124,2016-11-02,1220,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",45,NA,1,2016-11-08,47.41,48.6,-1.19,2.19,2.19,0,"among registered voters","","Gravis Marketing",6,-1.41,-3.6,"no","IVR/Online/Live",FALSE,9
"8453",48338,75724,632,"2016","2016_Pres-G_NH","NH","Pres-G","Pres-G","GrvsMrk",124,2016-11-02,1001,"Hillary Rodham Clinton","DEM",41,"Donald Trump","REP",43,NA,-2,2016-11-08,46.83,46.46,0.37,2.37,-2.37,0,"among registered voters","","Gravis Marketing",6,-5.83,-3.46,"no","IVR/Online/Live",FALSE,16
"8454",48775,76358,634,"2016","2016_Pres-G_NM","NM","Pres-G","Pres-G","GrvsMrk",124,2016-11-02,1327,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",37,NA,8,2016-11-08,48.26,40.04,8.21,0.21,-0.21,1,"among registered voters","","Gravis Marketing",6,-3.26,-3.04,"no","IVR/Online/Live",FALSE,18
"8460",48364,75829,640,"2016","2016_Pres-G_PA","PA","Pres-G","Pres-G","GrvsMrk",124,2016-11-02,1016,"Hillary Rodham Clinton","DEM",47,"Donald Trump","REP",45,NA,2,2016-11-08,47.46,48.17,-0.72,2.72,2.72,0,"among registered voters","","Gravis Marketing",6,-0.460000000000001,-3.17,"no","IVR/Online/Live",FALSE,8
"8433",48361,75813,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","FN-R&CR",103,2016-11-02,1107,"Hillary Rodham Clinton","DEM",45.5,"Donald Trump","REP",44,NA,1.5,2016-11-08,48.02,45.93,2.09,0.59,-0.59,1,"average of multiple versions or turnout models listed in poll","","Fox News-Beacon Research-Shaw & Co. Research",6,-2.52,-1.93,"yes","Live",TRUE,10.5
"6435",63686,117212,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","TCJRsrc",327,2012-10-31,1000,"Barack Obama","DEM",47.6,"Mitt Romney","REP",49.9,NA,-2.3,2012-11-06,50.58,47.6,2.97,5.27,-5.27,0,"","","TCJ Research",6,-2.98,2.3,"no","IVR",TRUE,2.5
"6440",63715,117263,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","TCJRsrc",327,2012-10-31,1000,"Barack Obama","DEM",47.2,"Mitt Romney","REP",50.2,NA,-3,2012-11-06,52.83,45.89,6.94,9.94,-9.94,0,"","","TCJ Research",6,-5.63,4.31,"no","IVR",TRUE,2.59999999999999
"6434",30557,37207,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","CRsr-WS",55,2012-10-31,1281,"Barack Obama","DEM",46,"Mitt Romney","REP",49,NA,-3,2012-11-06,50.58,47.6,2.97,5.97,-5.97,0,"for Citizens United","R","Clout Research-Wenzel Strategies",6,-4.58,1.4,"no","Live",TRUE,5
"6439",30556,36724,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","CRsr-WS",55,2012-10-31,1074,"Barack Obama","DEM",49,"Mitt Romney","REP",47,NA,2,2012-11-06,52.83,45.89,6.94,4.94,-4.94,1,"for Citizens United","R","Clout Research-Wenzel Strategies",6,-3.83,1.11,"no","Live",TRUE,4
"6436",30594,36786,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","WAskAmr",376,2012-10-31,1649,"Barack Obama","DEM",50.2,"Mitt Romney","REP",45.8,NA,4.4000001,2012-11-06,50.58,47.6,2.97,1.43,1.43,1,"","","We Ask America",6,-0.379999999999995,-1.8,"no","IVR/Online/Live/Text",TRUE,4
"6438",30593,36785,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","WAskAmr",376,2012-10-31,1069,"Barack Obama","DEM",48.5,"Mitt Romney","REP",47.6,NA,0.89999998,2012-11-06,51.16,47.28,3.87,2.97,-2.97,1,"","","We Ask America",6,-2.66,0.32,"no","IVR/Online/Live/Text",TRUE,3.9
"6441",30592,36784,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","WAskAmr",376,2012-10-31,1210,"Barack Obama","DEM",51.5,"Mitt Romney","REP",44.8,NA,6.6999998,2012-11-06,52.83,45.89,6.94,0.24,-0.24,1,"","","We Ask America",6,-1.33,-1.09,"no","IVR/Online/Live/Text",TRUE,3.7
"8436",48342,75730,605,"2016","2016_Pres-G_AZ","AZ","Pres-G","Pres-G","DtOrbtl",73,2016-11-02,550,"Hillary Rodham Clinton","DEM",39,"Donald Trump","REP",47,NA,-8,2016-11-08,44.58,48.08,-3.5,4.5,-4.5,1,"","","Data Orbital",6,-5.58,-1.08,"yes","Live",TRUE,14
"8444",48331,75711,614,"2016","2016_Pres-G_IA","IA","Pres-G","Pres-G","EmrsnCl",88,2016-11-02,700,"Hillary Rodham Clinton","DEM",41,"Donald Trump","REP",44,NA,-3,2016-11-08,41.74,51.15,-9.41,6.41,6.41,1,"","","Emerson College",6,-0.740000000000002,-7.15,"yes","IVR/Online/Text",TRUE,15
"8439",48488,75994,607,"2016","2016_Pres-G_CO","CO","Pres-G","Pres-G","RmngtRG",279,2016-11-02,1863,"Hillary Rodham Clinton","DEM",42,"Donald Trump","REP",41,NA,1,2016-11-08,48.16,43.25,4.91,3.91,-3.91,1,"","","Remington Research Group",6,-6.16,-2.25,"no","IVR/Live",TRUE,17
"8443",48489,75995,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","RmngtRG",279,2016-11-02,2352,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",48,NA,-3,2016-11-08,47.41,48.6,-1.19,1.81,-1.81,1,"","","Remington Research Group",6,-2.41,-0.600000000000001,"no","IVR/Live",TRUE,7
"8452",48491,75997,629,"2016","2016_Pres-G_NC","NC","Pres-G","Pres-G","RmngtRG",279,2016-11-02,2596,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",48,NA,-3,2016-11-08,46.17,49.83,-3.66,0.66,0.66,1,"","","Remington Research Group",6,-1.17,-1.83,"no","IVR/Live",TRUE,7
"8457",48490,75996,635,"2016","2016_Pres-G_NV","NV","Pres-G","Pres-G","RmngtRG",279,2016-11-02,1793,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",46,NA,-1,2016-11-08,47.92,45.5,2.42,3.42,-3.42,0,"","","Remington Research Group",6,-2.92,0.5,"no","IVR/Live",TRUE,9
"8458",48492,75998,637,"2016","2016_Pres-G_OH","OH","Pres-G","Pres-G","RmngtRG",279,2016-11-02,2557,"Hillary Rodham Clinton","DEM",44,"Donald Trump","REP",45,NA,-1,2016-11-08,43.24,51.31,-8.07,7.07,7.07,1,"","","Remington Research Group",6,0.759999999999998,-6.31,"no","IVR/Live",TRUE,11
"8462",48493,75999,640,"2016","2016_Pres-G_PA","PA","Pres-G","Pres-G","RmngtRG",279,2016-11-02,2683,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",45,NA,1,2016-11-08,47.46,48.17,-0.72,1.72,1.72,0,"","","Remington Research Group",6,-1.46,-3.17,"no","IVR/Live",TRUE,9
"8464",48494,76000,647,"2016","2016_Pres-G_VA","VA","Pres-G","Pres-G","RmngtRG",279,2016-11-02,3076,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",44,NA,2,2016-11-08,49.75,44.43,5.32,3.32,-3.32,1,"","","Remington Research Group",6,-3.75,-0.43,"no","IVR/Live",TRUE,10
"8466",48495,76001,650,"2016","2016_Pres-G_WI","WI","Pres-G","Pres-G","RmngtRG",279,2016-11-02,2720,"Hillary Rodham Clinton","DEM",49,"Donald Trump","REP",41,NA,8,2016-11-08,46.45,47.22,-0.76,8.76,8.76,0,"","","Remington Research Group",6,2.55,-6.22,"no","IVR/Live",TRUE,10
"8456",48340,75727,634,"2016","2016_Pres-G_NM","NM","Pres-G","Pres-G","ZiaPoll",393,2016-11-02,1102,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",43,NA,3,2016-11-08,48.26,40.04,8.21,5.21,-5.21,1,"","","Zia Poll",6,-2.26,2.96,"no","IVR",TRUE,11
"8440",48344,75734,607,"2016","2016_Pres-G_CO","CO","Pres-G","Pres-G","TrflgrG",338,2016-11-02,1150,"Hillary Rodham Clinton","DEM",44.77,"Donald Trump","REP",44.33,NA,0.44,2016-11-08,48.16,43.25,4.91,4.47,-4.47,1,"","","Trafalgar Group",6,-3.38999999999999,1.08,"no","IVR",TRUE,10.9
"8445",48466,75944,614,"2016","2016_Pres-G_IA","IA","Pres-G","Pres-G","LrsCllg",171,2016-11-02,500,"Hillary Rodham Clinton","DEM",42.7,"Donald Trump","REP",45,NA,-2.3,2016-11-08,41.74,51.15,-9.41,7.11,7.11,1,"average of multiple versions or turnout models listed in poll","","Loras College",6,0.960000000000001,-6.15,"no","Live",TRUE,12.3
"8459",48496,76002,637,"2016","2016_Pres-G_OH","OH","Pres-G","Pres-G","TrS-W&M",332,2016-11-02,844,"Hillary Rodham Clinton","DEM",40,"Donald Trump","REP",43,NA,-3,2016-11-08,43.24,51.31,-8.07,5.07,5.07,1,"","","TargetSmart-William & Mary",6,-3.24,-8.31,"no","Online/Live",TRUE,17
"8446",48264,75687,614,"2016","2016_Pres-G_IA","IA","Pres-G","Pres-G","RABARsr",269,2016-11-02,1076,"Hillary Rodham Clinton","DEM",42.5,"Donald Trump","REP",45,NA,-2.5,2016-11-08,41.74,51.15,-9.41,6.91,6.91,1,"average of multiple versions or turnout models listed in poll","","RABA Research",6,0.759999999999998,-6.15,"no","IVR/Online/Live",TRUE,12.5
"8448",48337,75721,618,"2016","2016_Pres-G_KS","KS","Pres-G","Pres-G","FrtHySU",101,2016-11-02,313,"Hillary Rodham Clinton","DEM",34,"Donald Trump","REP",58,NA,-24,2016-11-08,35.74,56.16,-20.42,3.58,-3.58,1,"","","Fort Hays State University",6,-1.74,1.84,"no","Live",TRUE,8
"8451",48622,76171,626,"2016","2016_Pres-G_MO","MO","Pres-G","Pres-G","ClrtyCL",52,2016-11-02,1036,"Hillary Rodham Clinton","DEM",38,"Donald Trump","REP",54,NA,-16,2016-11-08,37.87,56.38,-18.51,2.51,2.51,1,"","","Clarity Campaign Labs",6,0.130000000000003,-2.38,"no","IVR/Live",TRUE,8
"8465",48621,76170,650,"2016","2016_Pres-G_WI","WI","Pres-G","Pres-G","ClrtyCL",52,2016-11-02,1129,"Hillary Rodham Clinton","DEM",47,"Donald Trump","REP",43,NA,4,2016-11-08,46.45,47.22,-0.76,4.76,4.76,0,"","","Clarity Campaign Labs",6,0.549999999999997,-4.22,"no","IVR/Live",TRUE,10
"8463",48339,75726,646,"2016","2016_Pres-G_UT","UT","Pres-G","Pres-G","Y2Anlyt",389,2016-11-02,500,"Hillary Rodham Clinton","DEM",24,"Donald Trump","REP",33,NA,-9,2016-11-08,27.17,45.05,-17.89,8.89,8.89,1,"","","Y2 Analytics",6,-3.17,-12.05,"no","Online/Live",TRUE,43
"939",6186,123358,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,1200,"Al Gore","DEM",43,"George W. Bush","REP",46,NA,-3,2000-11-07,48.38,47.87,0.52,3.52,-3.52,0,"average of multiple versions or turnout models listed in poll","","Zogby Interactive-JZ Analytics",5,-5.38,-1.87,"no","Online",TRUE,11
"941",6166,7619,810,"2000","2000_Pres-G_CA","CA","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,600,"Al Gore","DEM",48,"George W. Bush","REP",40,NA,8,2000-11-07,53.45,41.65,11.8,3.8,-3.8,1,"","","Zogby Interactive-JZ Analytics",5,-5.45,-1.65,"no","Online",TRUE,12
"943",6168,7621,815,"2000","2000_Pres-G_FL","FL","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,600,"Al Gore","DEM",46,"George W. Bush","REP",45,NA,1,2000-11-07,48.84,48.85,-0.01,1.01,1.01,0,"","","Zogby Interactive-JZ Analytics",5,-2.84,-3.85,"no","Online",TRUE,9
"945",6180,7634,820,"2000","2000_Pres-G_IL","IL","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,600,"Al Gore","DEM",49,"George W. Bush","REP",40,NA,9,2000-11-07,54.6,42.58,12.01,3.01,-3.01,1,"","","Zogby Interactive-JZ Analytics",5,-5.6,-2.58,"no","Online",TRUE,11
"947",6169,7622,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,600,"Al Gore","DEM",49,"George W. Bush","REP",40,NA,9,2000-11-07,51.28,46.14,5.13,3.87,3.87,1,"","","Zogby Interactive-JZ Analytics",5,-2.28,-6.14,"no","Online",TRUE,11
"949",25928,7635,830,"2000","2000_Pres-G_MO","MO","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,600,"Al Gore","DEM",45,"George W. Bush","REP",47,NA,-2,2000-11-07,47.08,50.42,-3.34,1.34,1.34,1,"","","Zogby Interactive-JZ Analytics",5,-2.08,-3.42,"no","Online",TRUE,8
"952",25941,7636,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,700,"Al Gore","DEM",52,"George W. Bush","REP",38,NA,14,2000-11-07,60.22,35.22,25,11,-11,1,"","","Zogby Interactive-JZ Analytics",5,-8.22,2.78,"no","Online",TRUE,10
"954",6183,7637,841,"2000","2000_Pres-G_OH","OH","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,600,"Al Gore","DEM",41,"George W. Bush","REP",51,NA,-10,2000-11-07,46.46,49.97,-3.51,6.49,-6.49,1,"","","Zogby Interactive-JZ Analytics",5,-5.46,1.03,"no","Online",TRUE,8
"957",6185,7639,848,"2000","2000_Pres-G_TN","TN","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,500,"Al Gore","DEM",46,"George W. Bush","REP",46,NA,0,2000-11-07,47.28,51.15,-3.86,3.86,3.86,0.5,"","","Zogby Interactive-JZ Analytics",5,-1.28,-5.15,"no","Online",TRUE,8
"958",6170,7623,853,"2000","2000_Pres-G_WA","WA","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,500,"Al Gore","DEM",46,"George W. Bush","REP",43,NA,3,2000-11-07,50.13,44.56,5.58,2.58,-2.58,1,"","","Zogby Interactive-JZ Analytics",5,-4.13,-1.56,"no","Online",TRUE,11
"959",6187,7641,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","ZIn-JZA",395,2000-11-02,500,"Al Gore","DEM",45,"George W. Bush","REP",46,NA,-1,2000-11-07,47.83,47.61,0.22,1.22,-1.22,0,"","","Zogby Interactive-JZ Analytics",5,-2.83,-1.61,"no","Online",TRUE,9
"2264",63835,117538,757,"2004","2004_Pres-G_AR","AR","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,632,"John Kerry","DEM",46.9,"George W. Bush","REP",50.1,NA,-3.2,2004-11-02,44.55,54.31,-9.76,6.56,6.56,1,"","","Zogby Interactive-JZ Analytics",5,2.35,-4.21,"no","Online",TRUE,3
"2268",4371,5693,765,"2004","2004_Pres-G_GA","GA","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,501,"John Kerry","DEM",42,"George W. Bush","REP",52,NA,-10,2004-11-02,41.34,57.93,-16.59,6.59,6.59,1,"","","Zogby Interactive-JZ Analytics",5,0.659999999999997,-5.93,"no","Online",TRUE,6
"2281",63847,117550,779,"2004","2004_Pres-G_MO","MO","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,1316,"John Kerry","DEM",47.2,"George W. Bush","REP",51.4,NA,-4.1999998,2004-11-02,46.1,53.3,-7.2,3,3,1,"","","Zogby Interactive-JZ Analytics",5,1.1,-1.9,"no","Online",TRUE,1.4
"2283",63850,117553,785,"2004","2004_Pres-G_NH","NH","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,632,"John Kerry","DEM",50.2,"George W. Bush","REP",45.7,NA,4.5,2004-11-02,50.24,48.87,1.37,3.13,3.13,1,"","","Zogby Interactive-JZ Analytics",5,-0.0399999999999991,-3.16999999999999,"no","Online",TRUE,4.09999999999999
"2292",63859,117563,792,"2004","2004_Pres-G_OR","OR","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,1066,"John Kerry","DEM",53.9,"George W. Bush","REP",43.8,NA,10.1,2004-11-02,51.35,47.19,4.16,5.94,5.94,1,"","","Zogby Interactive-JZ Analytics",5,2.55,-3.39,"no","Online",TRUE,2.3
"2295",63863,117571,797,"2004","2004_Pres-G_TN","TN","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,1224,"John Kerry","DEM",47.1,"George W. Bush","REP",50.4,NA,-3.3,2004-11-02,42.51,56.81,-14.3,11,11,1,"","","Zogby Interactive-JZ Analytics",5,4.59,-6.41,"no","Online",TRUE,2.5
"2297",63866,117583,802,"2004","2004_Pres-G_WA","WA","Pres-G","Pres-G","ZIn-JZA",395,2004-10-28,1813,"John Kerry","DEM",54.6,"George W. Bush","REP",43.4,NA,11.2,2004-11-02,52.77,45.6,7.17,4.03,4.03,1,"","","Zogby Interactive-JZ Analytics",5,1.83,-2.2,"no","Online",TRUE,2
