"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias"
"615",63614,117079,839,"2000","2000_Pres-G_NV","NV","Pres-G","Pres-G","RRp-POR",277,2000-10-23,817,"Al Gore","DEM",37,"George W. Bush","REP",49,NA,-12,2000-11-07,45.98,49.52,-3.55,8.45,-8.45,1,"","","Rasmussen Reports-Pulse Opinion Research",15,-8.98,-0.520000000000003
"616",63615,117080,841,"2000","2000_Pres-G_OH","OH","Pres-G","Pres-G","RRp-POR",277,2000-10-23,929,"Al Gore","DEM",39,"George W. Bush","REP",48,NA,-9,2000-11-07,46.46,49.97,-3.51,5.49,-5.49,1,"","","Rasmussen Reports-Pulse Opinion Research",15,-7.46,-1.97
"617",6441,7910,847,"2000","2000_Pres-G_SD","SD","Pres-G","Pres-G","JM(KELO",159,2000-10-23,506,"Al Gore","DEM",33,"George W. Bush","REP",51,NA,-18,2000-11-07,37.56,60.3,-22.73,4.73,4.73,1,"among registered voters","","Jim Meader (KELOLAND-TV)",15,-4.56,-9.3
"628",6405,7870,810,"2000","2000_Pres-G_CA","CA","Pres-G","Pres-G","Rsr2000",281,2000-10-24,822,"Al Gore","DEM",49,"George W. Bush","REP",39,NA,10,2000-11-07,53.45,41.65,11.8,1.8,-1.8,1,"","","Research 2000",14,-4.45,-2.65
"629",6400,7865,827,"2000","2000_Pres-G_ME","ME","Pres-G","Pres-G","MrktDcs",184,2000-10-24,824,"Al Gore","DEM",42,"George W. Bush","REP",41,NA,1,2000-11-07,49.09,43.97,5.11,4.11,-4.11,1,"","","Market Decisions",14,-7.09,-2.97
"630",25718,7846,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","EPIC-MR",84,2000-10-24,600,"Al Gore","DEM",42,"George W. Bush","REP",44,NA,-2,2000-11-07,51.28,46.14,5.13,7.13,-7.13,0,"","","EPIC-MRA",14,-9.28,-2.14
"631",6401,7866,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","GU(Btt)",114,2000-10-24,400,"Al Gore","DEM",43,"George W. Bush","REP",42,NA,1,2000-11-07,51.28,46.14,5.13,4.13,-4.13,1,"","","Georgetown University (Battleground)",14,-8.28,-4.14
"632",6388,7850,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","MtchR&C",213,2000-10-24,600,"Al Gore","DEM",42,"George W. Bush","REP",42,NA,0,2000-11-07,51.28,46.14,5.13,5.13,-5.13,0.5,"","","Mitchell Research & Communications",14,-9.28,-4.14
"633",6386,7848,830,"2000","2000_Pres-G_MO","MO","Pres-G","Pres-G","Ms-DP&S",197,2000-10-24,625,"Al Gore","DEM",44,"George W. Bush","REP",45,NA,-1,2000-11-07,47.08,50.42,-3.34,2.34,2.34,1,"","","Mason-Dixon Polling & Strategy",14,-3.08,-5.42
"634",6387,7849,832,"2000","2000_Pres-G_MT","MT","Pres-G","Pres-G","Ms-DP&S",197,2000-10-24,628,"Al Gore","DEM",37,"George W. Bush","REP",49,NA,-12,2000-11-07,33.36,58.44,-25.07,13.07,13.07,1,"","","Mason-Dixon Polling & Strategy",14,3.64,-9.44
"635",6404,7869,836,"2000","2000_Pres-G_NH","NH","Pres-G","Pres-G","FrnklPU",107,2000-10-24,885,"Al Gore","DEM",43,"George W. Bush","REP",40,NA,3,2000-11-07,46.8,48.07,-1.27,4.27,4.27,0,"among registered voters","","Franklin Pierce University",14,-3.8,-8.07
"636",6398,7863,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","Blm&WpA",32,2000-10-24,844,"Al Gore","DEM",55,"George W. Bush","REP",31,NA,24,2000-11-07,60.22,35.22,25,1,-1,1,"","","Blum & Weprin Associates",14,-5.22,-4.22
"637",6406,7871,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","GU(Btt)",114,2000-10-24,400,"Al Gore","DEM",45,"George W. Bush","REP",40,NA,5,2000-11-07,50.6,46.43,4.17,0.83,0.83,1,"","","Georgetown University (Battleground)",14,-5.6,-6.43
"638",54509,117059,850,"2000","2000_Pres-G_UT","UT","Pres-G","Pres-G","RRp-POR",277,2000-10-24,918,"Al Gore","DEM",24,"George W. Bush","REP",62,NA,-38,2000-11-07,26.34,66.83,-40.49,2.49,2.49,1,"","","Rasmussen Reports-Pulse Opinion Research",14,-2.34,-4.83
"639",25901,7878,851,"2000","2000_Pres-G_VA","VA","Pres-G","Pres-G","ABCN-WP",3,2000-10-24,1009,"Al Gore","DEM",45,"George W. Bush","REP",49,NA,-4,2000-11-07,44.44,52.47,-8.04,4.04,4.04,1,"","","ABC News-The Washington Post",14,0.560000000000002,-3.47
"640",63619,117084,851,"2000","2000_Pres-G_VA","VA","Pres-G","Pres-G","RRp-POR",277,2000-10-24,1100,"Al Gore","DEM",38,"George W. Bush","REP",50,NA,-12,2000-11-07,44.44,52.47,-8.04,3.96,-3.96,1,"","","Rasmussen Reports-Pulse Opinion Research",14,-6.44,-2.47
"641",6389,7851,852,"2000","2000_Pres-G_VT","VT","Pres-G","Pres-G","Rsr2000",281,2000-10-24,400,"Al Gore","DEM",52,"George W. Bush","REP",36,NA,16,2000-11-07,50.63,40.7,9.94,6.06,6.06,1,"","","Research 2000",14,1.37,-4.7
"642",6407,7872,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","GU(Btt)",114,2000-10-24,400,"Al Gore","DEM",43,"George W. Bush","REP",42,NA,1,2000-11-07,47.83,47.61,0.22,0.78,0.78,1,"","","Georgetown University (Battleground)",14,-4.83,-5.61
"664",6382,121930,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","GQRR(GQ",126,2000-10-25,998,"Al Gore","DEM",47,"George W. Bush","REP",45,NA,2,2000-11-07,48.38,47.87,0.52,1.48,1.48,1,"average of multiple versions or turnout models listed in poll","","GQR Research (GQRR)",13,-1.38,-2.87
"665",6378,7839,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","Gallup",112,2000-10-25,851,"Al Gore","DEM",39,"George W. Bush","REP",52,NA,-13,2000-11-07,48.38,47.87,0.52,13.52,-13.52,0,"","","Gallup",13,-9.38,4.13
"666",63621,117087,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2000-10-25,3750,"Al Gore","DEM",46,"George W. Bush","REP",42,NA,4,2000-11-07,48.38,47.87,0.52,3.48,3.48,1,"","","Rasmussen Reports-Pulse Opinion Research",13,-2.38,-5.87
"667",6392,7854,811,"2000","2000_Pres-G_CO","CO","Pres-G","Pres-G","CrlAssc",51,2000-10-25,400,"Al Gore","DEM",37,"George W. Bush","REP",47,NA,-10,2000-11-07,42.39,50.75,-8.36,1.64,-1.64,1,"","","Ciruli Associates",13,-5.39,-3.75
"668",63620,117086,815,"2000","2000_Pres-G_FL","FL","Pres-G","Pres-G","RRp-POR",277,2000-10-25,864,"Al Gore","DEM",45,"George W. Bush","REP",46,NA,-1,2000-11-07,48.84,48.85,-0.01,0.99,-0.99,1,"","","Rasmussen Reports-Pulse Opinion Research",13,-3.84,-2.85
"669",6367,7828,825,"2000","2000_Pres-G_MA","MA","Pres-G","Pres-G","KRC-CmR",160,2000-10-25,400,"Al Gore","DEM",54,"George W. Bush","REP",28,NA,26,2000-11-07,59.8,32.5,27.3,1.3,-1.3,1,"","","KRC-Communications Research",13,-5.8,-4.5
"670",6366,7827,825,"2000","2000_Pres-G_MA","MA","Pres-G","Pres-G","RKMRaCI",272,2000-10-25,400,"Al Gore","DEM",52,"George W. Bush","REP",28,NA,24,2000-11-07,59.8,32.5,27.3,3.3,-3.3,1,"","","RKM Research and Communications Inc.",13,-7.8,-4.5
"671",6368,7829,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","MRG(MRG",193,2000-10-25,500,"Al Gore","DEM",39,"George W. Bush","REP",45,NA,-6,2000-11-07,51.28,46.14,5.13,11.13,-11.13,0,"","","Marketing Resource Group (MRG)",13,-12.28,-1.14
"672",6372,7833,830,"2000","2000_Pres-G_MO","MO","Pres-G","Pres-G","ZIn-JZA",395,2000-10-25,603,"Al Gore","DEM",46,"George W. Bush","REP",44,NA,2,2000-11-07,47.08,50.42,-3.34,5.34,5.34,0,"","","Zogby Interactive-JZ Analytics",13,-1.08,-6.42
"673",6383,7845,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","RtgrsUn",295,2000-10-25,432,"Al Gore","DEM",47,"George W. Bush","REP",35,NA,12,2000-11-07,56.13,40.29,15.83,3.83,-3.83,1,"","","Rutgers University",13,-9.13,-5.29
"674",63733,117334,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","SrvyUSA",325,2000-10-25,500,"Al Gore","DEM",49,"George W. Bush","REP",45,NA,4,2000-11-07,56.13,40.29,15.83,11.83,-11.83,1,"","","SurveyUSA",13,-7.13,4.71
"675",6377,7838,851,"2000","2000_Pres-G_VA","VA","Pres-G","Pres-G","Ms-DP&S",197,2000-10-25,627,"Al Gore","DEM",41,"George W. Bush","REP",48,NA,-7,2000-11-07,44.44,52.47,-8.04,1.04,1.04,1,"","","Mason-Dixon Polling & Strategy",13,-3.44,-4.47
"676",6390,7852,855,"2000","2000_Pres-G_WV","WV","Pres-G","Pres-G","WstVrRC",378,2000-10-25,536,"Al Gore","DEM",39,"George W. Bush","REP",41,NA,-2,2000-11-07,45.59,51.92,-6.32,4.32,4.32,1,"","","West Virginia Research Center",13,-6.59,-10.92
"693",66223,123209,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2000-10-26,1009,"Al Gore","DEM",46,"George W. Bush","REP",47,NA,-1,2000-11-07,48.38,47.87,0.52,1.52,-1.52,0,"","","ABC News-The Washington Post",12,-2.38,-0.869999999999997
"694",6396,7861,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","PrnSRAI",258,2000-10-26,1113,"Al Gore","DEM",45,"George W. Bush","REP",47,NA,-2,2000-11-07,48.38,47.87,0.52,2.52,-2.52,0,"average of multiple versions or turnout models listed in poll","","Princeton Survey Research Associates International",12,-3.38,-0.869999999999997
"695",63878,117047,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","PrnSRAI",258,2000-10-26,818,"Al Gore","DEM",41,"George W. Bush","REP",49,NA,-8,2000-11-07,48.38,47.87,0.52,8.52,-8.52,0,"","","Princeton Survey Research Associates International",12,-7.38,1.13
"696",28080,121742,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","YnPInc.",390,2000-10-26,838,"Al Gore","DEM",44.5,"George W. Bush","REP",49.5,NA,-5,2000-11-07,48.38,47.87,0.52,5.52,-5.52,0,"sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll","","Yankelovich Partners Inc.",12,-3.88,1.63
"697",6351,7810,819,"2000","2000_Pres-G_ID","ID","Pres-G","Pres-G","Ms-DP&S",197,2000-10-26,633,"Al Gore","DEM",30,"George W. Bush","REP",56,NA,-26,2000-11-07,27.64,67.17,-39.53,13.53,13.53,1,"","","Mason-Dixon Polling & Strategy",12,2.36,-11.17
"698",6344,7803,820,"2000","2000_Pres-G_IL","IL","Pres-G","Pres-G","FN-ODC.",104,2000-10-26,600,"Al Gore","DEM",42,"George W. Bush","REP",45,NA,-3,2000-11-07,54.6,42.58,12.01,15.01,-15.01,0,"","","Fox News-Opinion Dynamics Corp.",12,-12.6,2.42
"699",6363,7822,826,"2000","2000_Pres-G_MD","MD","Pres-G","Pres-G","Ms-DP&S",197,2000-10-26,625,"Al Gore","DEM",48,"George W. Bush","REP",40,NA,8,2000-11-07,56.57,40.18,16.39,8.39,-8.39,1,"","","Mason-Dixon Polling & Strategy",12,-8.57,-0.18
"700",63624,117092,826,"2000","2000_Pres-G_MD","MD","Pres-G","Pres-G","RRp-POR",277,2000-10-26,696,"Al Gore","DEM",47,"George W. Bush","REP",40,NA,7,2000-11-07,56.57,40.18,16.39,9.39,-9.39,1,"","","Rasmussen Reports-Pulse Opinion Research",12,-9.57,-0.18
"701",6361,7820,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","FN-ODC.",104,2000-10-26,600,"Al Gore","DEM",43,"George W. Bush","REP",40,NA,3,2000-11-07,51.28,46.14,5.13,2.13,-2.13,1,"","","Fox News-Opinion Dynamics Corp.",12,-8.28,-6.14
"702",6352,7811,835,"2000","2000_Pres-G_NE","NE","Pres-G","Pres-G","RKMRaCI",272,2000-10-26,1007,"Al Gore","DEM",31,"George W. Bush","REP",56,NA,-25,2000-11-07,33.25,62.25,-28.99,3.99,3.99,1,"among registered voters","","RKM Research and Communications Inc.",12,-2.25,-6.25
"703",6342,7801,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","FN-ODC.",104,2000-10-26,600,"Al Gore","DEM",42,"George W. Bush","REP",39,NA,3,2000-11-07,50.6,46.43,4.17,1.17,-1.17,1,"","","Fox News-Opinion Dynamics Corp.",12,-8.6,-7.43
"704",6349,7808,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","ZIn-JZA",395,2000-10-26,600,"Al Gore","DEM",40,"George W. Bush","REP",47,NA,-7,2000-11-07,50.6,46.43,4.17,11.17,-11.17,0,"","","Zogby Interactive-JZ Analytics",12,-10.6,0.57
"705",54518,117060,852,"2000","2000_Pres-G_VT","VT","Pres-G","Pres-G","RRp-POR",277,2000-10-26,1000,"Al Gore","DEM",45,"George W. Bush","REP",39,NA,6,2000-11-07,50.63,40.7,9.94,3.94,-3.94,1,"","","Rasmussen Reports-Pulse Opinion Research",12,-5.63,-1.7
"715",6356,7824,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2000-10-27,1432,"Al Gore","DEM",47.5,"George W. Bush","REP",48,NA,-0.5,2000-11-07,48.38,47.87,0.52,1.02,-1.02,0,"average of multiple versions or turnout models listed in poll","","ABC News-The Washington Post",11,-0.880000000000003,0.130000000000003
"716",6375,7836,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","GU(Btt)",114,2000-10-27,1000,"Al Gore","DEM",39,"George W. Bush","REP",44,NA,-5,2000-11-07,48.38,47.87,0.52,5.52,-5.52,0,"","","Georgetown University (Battleground)",11,-9.38,-3.87
"717",65847,117040,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","PwRsrcC",253,2000-10-27,1062,"Al Gore","DEM",43,"George W. Bush","REP",47,NA,-4,2000-11-07,48.38,47.87,0.52,4.52,-4.52,0,"","","Pew Research Center",11,-5.38,-0.869999999999997
"718",65858,117283,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","SSRS",297,2000-10-27,1103,"Al Gore","DEM",40,"George W. Bush","REP",43,NA,-3,2000-11-07,48.38,47.87,0.52,3.52,-3.52,0,"","","SSRS",11,-8.38,-4.87
"719",6331,7790,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,1200,"Al Gore","DEM",43,"George W. Bush","REP",44,NA,-1,2000-11-07,48.38,47.87,0.52,1.52,-1.52,0,"","","Zogby Interactive-JZ Analytics",11,-5.38,-3.87
"720",6332,7791,815,"2000","2000_Pres-G_FL","FL","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,600,"Al Gore","DEM",49,"George W. Bush","REP",42,NA,7,2000-11-07,48.84,48.85,-0.01,7.01,7.01,0,"","","Zogby Interactive-JZ Analytics",11,0.159999999999997,-6.85
"721",6319,117532,820,"2000","2000_Pres-G_IL","IL","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,600,"Al Gore","DEM",47,"George W. Bush","REP",40,NA,7,2000-11-07,54.6,42.58,12.01,5.01,-5.01,1,"average of multiple versions or turnout models listed in poll","","Zogby Interactive-JZ Analytics",11,-7.6,-2.58
"722",54450,7776,821,"2000","2000_Pres-G_IN","IN","Pres-G","Pres-G","MrSCrp.",187,2000-10-27,600,"Al Gore","DEM",30,"George W. Bush","REP",53,NA,-23,2000-11-07,41.01,56.65,-15.63,7.37,-7.37,1,"","","Market Shares Corp.",11,-11.01,-3.65
"723",6341,7800,825,"2000","2000_Pres-G_MA","MA","Pres-G","Pres-G","UnvroMA",354,2000-10-27,401,"Al Gore","DEM",52,"George W. Bush","REP",30,NA,22,2000-11-07,59.8,32.5,27.3,5.3,-5.3,1,"among registered voters","","University of Massachusetts Amherst",11,-7.8,-2.5
"724",6371,7832,826,"2000","2000_Pres-G_MD","MD","Pres-G","Pres-G","GR&MSI.",121,2000-10-27,627,"Al Gore","DEM",52,"George W. Bush","REP",38,NA,14,2000-11-07,56.57,40.18,16.39,2.39,-2.39,1,"","","Gonzales Research & Marketing Strategies Inc.",11,-4.57,-2.18
"725",6333,7792,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,603,"Al Gore","DEM",46,"George W. Bush","REP",45,NA,1,2000-11-07,51.28,46.14,5.13,4.13,-4.13,1,"","","Zogby Interactive-JZ Analytics",11,-5.28,-1.14
"726",6324,7782,829,"2000","2000_Pres-G_MN","MN","Pres-G","Pres-G","Ms-DP&S",197,2000-10-27,625,"Al Gore","DEM",44,"George W. Bush","REP",41,NA,3,2000-11-07,47.91,45.5,2.4,0.6,0.6,1,"","","Mason-Dixon Polling & Strategy",11,-3.91,-4.5
"727",25934,7793,830,"2000","2000_Pres-G_MO","MO","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,600,"Al Gore","DEM",45,"George W. Bush","REP",47,NA,-2,2000-11-07,47.08,50.42,-3.34,1.34,1.34,1,"","","Zogby Interactive-JZ Analytics",11,-2.08,-3.42
"728",6338,7797,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","MnmthUn",215,2000-10-27,575,"Al Gore","DEM",41,"George W. Bush","REP",36,NA,5,2000-11-07,56.13,40.29,15.83,10.83,-10.83,1,"","","Monmouth University",11,-15.13,-4.29
"729",6370,7831,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","QnnpcUn",267,2000-10-27,600,"Al Gore","DEM",50,"George W. Bush","REP",38,NA,12,2000-11-07,56.13,40.29,15.83,3.83,-3.83,1,"sample size unavailable; estimated at 600 as a default","","Quinnipiac University",11,-6.13,-2.29
"730",6325,7783,839,"2000","2000_Pres-G_NV","NV","Pres-G","Pres-G","Ms-DP&S",197,2000-10-27,625,"Al Gore","DEM",43,"George W. Bush","REP",47,NA,-4,2000-11-07,45.98,49.52,-3.55,0.45,-0.45,1,"","","Mason-Dixon Polling & Strategy",11,-2.98,-2.52
"731",6343,7802,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","CBSNNYT",36,2000-10-27,871,"Al Gore","DEM",55,"George W. Bush","REP",35,NA,20,2000-11-07,60.22,35.22,25,5,-5,1,"","","CBS News-The New York Times",11,-5.22,-0.219999999999999
"732",6369,7830,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","QnnpcUn",267,2000-10-27,600,"Al Gore","DEM",54,"George W. Bush","REP",33,NA,21,2000-11-07,60.22,35.22,25,4,-4,1,"sample size unavailable; estimated at 600 as a default","","Quinnipiac University",11,-6.22,-2.22
"733",25947,7794,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,700,"Al Gore","DEM",50,"George W. Bush","REP",36,NA,14,2000-11-07,60.22,35.22,25,11,-11,1,"","","Zogby Interactive-JZ Analytics",11,-10.22,0.780000000000001
"734",6336,7795,841,"2000","2000_Pres-G_OH","OH","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,600,"Al Gore","DEM",43,"George W. Bush","REP",49,NA,-6,2000-11-07,46.46,49.97,-3.51,2.49,-2.49,1,"","","Zogby Interactive-JZ Analytics",11,-3.46,-0.969999999999999
"735",6374,7835,843,"2000","2000_Pres-G_OR","OR","Pres-G","Pres-G","DHMRsrc",76,2000-10-27,600,"Al Gore","DEM",45,"George W. Bush","REP",44,NA,1,2000-11-07,46.96,46.52,0.44,0.56,0.56,1,"","","DHM Research",11,-1.96,-2.52
"736",6340,7799,848,"2000","2000_Pres-G_TN","TN","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,500,"Al Gore","DEM",44,"George W. Bush","REP",51,NA,-7,2000-11-07,47.28,51.15,-3.86,3.14,-3.14,1,"","","Zogby Interactive-JZ Analytics",11,-3.28,-0.149999999999999
"737",6321,7779,853,"2000","2000_Pres-G_WA","WA","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,500,"Al Gore","DEM",46,"George W. Bush","REP",43,NA,3,2000-11-07,50.13,44.56,5.58,2.58,-2.58,1,"","","Zogby Interactive-JZ Analytics",11,-4.13,-1.56
"738",6362,7821,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","MrSCrp.",187,2000-10-27,500,"Al Gore","DEM",39,"George W. Bush","REP",46,NA,-7,2000-11-07,47.83,47.61,0.22,7.22,-7.22,0,"","","Market Shares Corp.",11,-8.83,-1.61
"739",6322,7780,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","ZIn-JZA",395,2000-10-27,500,"Al Gore","DEM",49,"George W. Bush","REP",40,NA,9,2000-11-07,47.83,47.61,0.22,8.78,8.78,1,"","","Zogby Interactive-JZ Analytics",11,1.17,-7.61
"762",6306,7764,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","Gallup",112,2000-10-28,2207,"Al Gore","DEM",44,"George W. Bush","REP",47,NA,-3,2000-11-07,48.38,47.87,0.52,3.52,-3.52,0,"","","Gallup",10,-4.38,-0.869999999999997
"763",6302,7760,808,"2000","2000_Pres-G_AR","AR","Pres-G","Pres-G","Ms-DP&S",197,2000-10-28,625,"Al Gore","DEM",44,"George W. Bush","REP",45,NA,-1,2000-11-07,45.86,51.31,-5.44,4.44,4.44,1,"","","Mason-Dixon Polling & Strategy",10,-1.86,-6.31
"764",6313,15914,815,"2000","2000_Pres-G_FL","FL","Pres-G","Pres-G","LsAnglT",172,2000-10-28,401,"Al Gore","DEM",44,"George W. Bush","REP",48,NA,-4,2000-11-07,48.84,48.85,-0.01,3.99,-3.99,1,"average of multiple versions or turnout models listed in poll","","Los Angeles Times",10,-4.84,-0.850000000000001
"765",6323,7781,823,"2000","2000_Pres-G_KY","KY","Pres-G","Pres-G","MgllnSt",179,2000-10-28,681,"Al Gore","DEM",40,"George W. Bush","REP",55,NA,-15,2000-11-07,41.37,56.5,-15.13,0.13,0.13,1,"","","Magellan Strategies",10,-1.37,-1.5
"766",6314,15915,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","LsAnglT",172,2000-10-28,401,"Al Gore","DEM",48,"George W. Bush","REP",44,NA,4,2000-11-07,51.28,46.14,5.13,1.13,-1.13,1,"average of multiple versions or turnout models listed in poll","","Los Angeles Times",10,-3.28,-2.14
"767",6315,15916,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","LsAnglT",172,2000-10-28,420,"Al Gore","DEM",45,"George W. Bush","REP",47,NA,-2,2000-11-07,50.6,46.43,4.17,6.17,-6.17,0,"average of multiple versions or turnout models listed in poll","","Los Angeles Times",10,-5.6,0.57
"768",6326,7784,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","MllrsvU",210,2000-10-28,550,"Al Gore","DEM",42,"George W. Bush","REP",43,NA,-1,2000-11-07,50.6,46.43,4.17,5.17,-5.17,0,"","","Millersville University",10,-8.6,-3.43
"769",63626,117095,848,"2000","2000_Pres-G_TN","TN","Pres-G","Pres-G","RRp-POR",277,2000-10-28,722,"Al Gore","DEM",44,"George W. Bush","REP",45,NA,-1,2000-11-07,47.28,51.15,-3.86,2.86,2.86,1,"","","Rasmussen Reports-Pulse Opinion Research",10,-3.28,-6.15
"773",63529,121973,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2000-10-29,1020,"Al Gore","DEM",46.5,"George W. Bush","REP",49,NA,-2.5,2000-11-07,48.38,47.87,0.52,3.02,-3.02,0,"average of multiple versions or turnout models listed in poll","","ABC News-The Washington Post",9,-1.88,1.13
"774",63636,117108,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2000-10-29,3750,"Al Gore","DEM",47,"George W. Bush","REP",40,NA,7,2000-11-07,48.38,47.87,0.52,6.48,6.48,1,"","","Rasmussen Reports-Pulse Opinion Research",9,-1.38,-7.87
"775",6316,7774,808,"2000","2000_Pres-G_AR","AR","Pres-G","Pres-G","OpnnRsA",242,2000-10-29,700,"Al Gore","DEM",46,"George W. Bush","REP",46,NA,0,2000-11-07,45.86,51.31,-5.44,5.44,5.44,0.5,"among registered voters","","Opinion Research Associates",9,0.140000000000001,-5.31
"776",63734,117337,809,"2000","2000_Pres-G_AZ","AZ","Pres-G","Pres-G","SrvyUSA",325,2000-10-29,510,"Al Gore","DEM",42,"George W. Bush","REP",52,NA,-10,2000-11-07,44.67,50.95,-6.28,3.72,-3.72,1,"","","SurveyUSA",9,-2.67,1.05
"777",6300,7758,810,"2000","2000_Pres-G_CA","CA","Pres-G","Pres-G","FRC.(FP",94,2000-10-29,990,"Al Gore","DEM",47,"George W. Bush","REP",40,NA,7,2000-11-07,53.45,41.65,11.8,4.8,-4.8,1,"","","Field Research Corp. (Field Poll)",9,-6.45,-1.65
"778",63628,117098,810,"2000","2000_Pres-G_CA","CA","Pres-G","Pres-G","RRp-POR",277,2000-10-29,1536,"Al Gore","DEM",44,"George W. Bush","REP",41,NA,3,2000-11-07,53.45,41.65,11.8,8.8,-8.8,1,"","","Rasmussen Reports-Pulse Opinion Research",9,-9.45,-0.649999999999999
"779",6305,7763,811,"2000","2000_Pres-G_CO","CO","Pres-G","Pres-G","CrlAssc",51,2000-10-29,400,"Al Gore","DEM",37,"George W. Bush","REP",46,NA,-9,2000-11-07,42.39,50.75,-8.36,0.64,-0.64,1,"","","Ciruli Associates",9,-5.39,-4.75
"780",6301,7759,816,"2000","2000_Pres-G_GA","GA","Pres-G","Pres-G","MrktngW",194,2000-10-29,512,"Al Gore","DEM",37,"George W. Bush","REP",53,NA,-16,2000-11-07,42.98,54.67,-11.69,4.31,-4.31,1,"","","Marketing Workshop",9,-5.98,-1.67
"781",63739,117343,818,"2000","2000_Pres-G_IA","IA","Pres-G","Pres-G","SrvyUSA",325,2000-10-29,500,"Al Gore","DEM",46,"George W. Bush","REP",46,NA,0,2000-11-07,48.54,48.22,0.31,0.31,-0.31,0.5,"","","SurveyUSA",9,-2.54,-2.22
"782",6280,7737,820,"2000","2000_Pres-G_IL","IL","Pres-G","Pres-G","Ms-DP&S",197,2000-10-29,625,"Al Gore","DEM",46,"George W. Bush","REP",43,NA,3,2000-11-07,54.6,42.58,12.01,9.01,-9.01,1,"","","Mason-Dixon Polling & Strategy",9,-8.6,0.420000000000002
"783",6274,7731,827,"2000","2000_Pres-G_ME","ME","Pres-G","Pres-G","RKMRaCI",272,2000-10-29,602,"Al Gore","DEM",42,"George W. Bush","REP",42,NA,0,2000-11-07,49.09,43.97,5.11,5.11,-5.11,0.5,"","","RKM Research and Communications Inc.",9,-7.09,-1.97
"784",63630,117101,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","RRp-POR",277,2000-10-29,956,"Al Gore","DEM",43,"George W. Bush","REP",43,NA,0,2000-11-07,51.28,46.14,5.13,5.13,-5.13,0.5,"","","Rasmussen Reports-Pulse Opinion Research",9,-8.28,-3.14
